,method,n,d,q,p,time
22941,Encryption,8,8,38,1,0.0026287304004654287
22942,Decrypt,8,8,38,1,0.00032760149988462215
22943,Addition,8,8,38,1,5.907419981667772e-05
22944,Multiplication,8,8,38,1,0.027490756099723512
22945,KeyGen,8,8,38,2,0.028133968900510807
22946,Encryption,8,8,38,2,0.002654963899840368
22947,Decrypt,8,8,38,2,0.00032755859938333743
22948,Addition,8,8,38,2,5.9248199977446345e-05
22949,Multiplication,8,8,38,2,0.02855854139997973
22950,KeyGen,8,8,36,9,0.029801288199814736
22951,Encryption,8,8,36,9,0.0027143250998051373
22952,Decrypt,8,8,36,9,0.0003421377994527575
22953,Addition,8,8,36,9,5.876220020581968e-05
22954,Multiplication,8,8,36,9,0.029824759599432583
22955,KeyGen,8,8,36,8,0.029019588599476266
22956,Encryption,8,8,36,8,0.002665067199995974
22957,Decrypt,8,8,36,8,0.00033928679986274803
22958,Addition,8,8,36,8,5.656310022459365e-05
22959,Multiplication,8,8,36,8,0.03720148360007443
22960,KeyGen,8,8,36,7,0.030603460199927213
22961,Encryption,8,8,36,7,0.0032283084001392126
22962,Decrypt,8,8,36,7,0.0003231914000934921
22963,Addition,8,8,36,7,5.898210001760162e-05
22964,Multiplication,8,8,36,7,0.04151438260014402
22965,KeyGen,8,8,36,5,0.028405987300357084
22966,Encryption,8,8,36,5,0.0026596799994877073
22967,Decrypt,8,8,36,5,0.00033792769972933455
22968,Addition,8,8,36,5,5.7927099987864494e-05
22969,Multiplication,8,8,36,5,0.028778796800179408
22970,KeyGen,8,8,36,6,0.02819754220035975
22971,Encryption,8,8,36,6,0.002230000399868004
22972,Decrypt,8,8,36,6,0.0002912488002039026
22973,Addition,8,8,36,6,5.71340999158565e-05
22974,Multiplication,8,8,36,6,0.03191328629982308
22975,KeyGen,8,8,36,4,0.0293472829995153
22976,Encryption,8,8,36,4,0.002680446400336223
22977,Decrypt,8,8,36,4,0.000333928700274555
22978,Addition,8,8,36,4,5.958620022283867e-05
22979,Multiplication,8,8,36,4,0.029109040400362572
22980,KeyGen,8,8,36,3,0.03359672579972539
22981,Encryption,8,8,36,3,0.002829099399968982
22982,Decrypt,8,8,36,3,0.0005577672003710177
22983,Addition,8,8,36,3,5.062310010544025e-05
22984,Multiplication,8,8,36,3,0.02860442029996193
22985,KeyGen,8,8,36,1,0.0275880289998895
22986,Encryption,8,8,36,1,0.0026407045996165836
22987,Decrypt,8,8,36,1,0.00033077359985327347
22988,Addition,8,8,36,1,5.693310013157316e-05
22989,Multiplication,8,8,36,1,0.029655204200389564
22990,KeyGen,8,8,36,2,0.03630961490052868
22991,Encryption,8,8,36,2,0.0032259922998491676
22992,Decrypt,8,8,36,2,0.0003354847001901362
22993,Addition,8,8,36,2,5.862020043423399e-05
22994,Multiplication,8,8,36,2,0.028129263799928594
22995,KeyGen,8,8,34,9,0.029770641500363126
22996,Encryption,8,8,34,9,0.002702297899668338
22997,Decrypt,8,8,34,9,0.0003321076001157053
22998,Addition,8,8,34,9,5.997019979986362e-05
22999,Multiplication,8,8,34,9,0.02977970779975294
23000,KeyGen,8,8,34,8,0.028578716799529502
23001,Encryption,8,8,34,8,0.002660563999961596
23002,Decrypt,8,8,34,8,0.00034274179997737517
23003,Addition,8,8,34,8,5.683810013579205e-05
23004,Multiplication,8,8,34,8,0.02887300869988394
23005,KeyGen,8,8,34,6,0.03073144170048181
23006,Encryption,8,8,34,6,0.0026792094999109396
23007,Decrypt,8,8,34,6,0.0003870906999509316
23008,Addition,8,8,34,6,5.854010014445521e-05
23009,Multiplication,8,8,34,6,0.0292215446002956
23010,KeyGen,8,8,34,7,0.040080720999685585
23011,Encryption,8,8,34,7,0.0027005568001186473
23012,Decrypt,8,8,34,7,0.00033347159987897614
23013,Addition,8,8,34,7,5.7645100605441256e-05
23014,Multiplication,8,8,34,7,0.029597880100482143
23015,KeyGen,8,8,34,5,0.029996165000193288
23016,Encryption,8,8,34,5,0.002674255299643846
23017,Decrypt,8,8,34,5,0.00033160360035253687
23018,Addition,8,8,34,5,5.893819979974069e-05
23019,Multiplication,8,8,34,5,0.02824494209999102
23020,KeyGen,8,8,34,4,0.02795333030007896
23021,Encryption,8,8,34,4,0.0026219752995530143
23022,Decrypt,8,8,34,4,0.0003282525001850445
23023,Addition,8,8,34,4,5.910520048928447e-05
23024,Multiplication,8,8,34,4,0.027885230999527267
23025,KeyGen,8,8,34,3,0.02785960649998742
23026,Encryption,8,8,34,3,0.0026004398001532535
23027,Decrypt,8,8,34,3,0.0003410368000913877
23028,Addition,8,8,34,3,5.907809972995892e-05
23029,Multiplication,8,8,34,3,0.02793535989985685
23030,KeyGen,8,8,34,2,0.028172301700396928
23031,Encryption,8,8,34,2,0.00259492670011241
23032,Decrypt,8,8,34,2,0.00032935650015133435
23033,Addition,8,8,34,2,5.845919949933887e-05
23034,Multiplication,8,8,34,2,0.029009136299282545
23035,KeyGen,8,8,34,1,0.028742886999680195
23036,Encryption,8,8,34,1,0.0027811864005343524
23037,Decrypt,8,8,34,1,0.00033446969973738305
23038,Addition,8,8,34,1,5.9589200100162996e-05
23039,Multiplication,8,8,34,1,0.0284133835004468
23040,KeyGen,8,8,32,8,0.029072727599850624
23041,Encryption,8,8,32,8,0.0027405916996940506
23042,Decrypt,8,8,32,8,0.00034279980027349664
23043,Addition,8,8,32,8,5.976920001558028e-05
23044,Multiplication,8,8,32,8,0.028443192999839086
23045,KeyGen,8,8,32,9,0.029715212500013875
23046,Encryption,8,8,32,9,0.0027824283999507314
23047,Decrypt,8,8,32,9,0.00033963969981414265
23048,Addition,8,8,32,9,5.878410011064261e-05
23049,Multiplication,8,8,32,9,0.03072086649990524
23050,KeyGen,8,8,32,7,0.030214936399715953
23051,Encryption,8,8,32,7,0.002686824599368265
23052,Decrypt,8,8,32,7,0.00033165060012834146
23053,Addition,8,8,32,7,5.926320009166375e-05
23054,Multiplication,8,8,32,7,0.028705960299703293
23055,KeyGen,8,8,32,5,0.028523230599967066
23056,Encryption,8,8,32,5,0.0026702873001340777
23057,Decrypt,8,8,32,5,0.00033025860029738395
23058,Addition,8,8,32,5,5.858219956280664e-05
23059,Multiplication,8,8,32,5,0.028876818699791328
23060,KeyGen,8,8,32,6,0.028585876899887806
23061,Encryption,8,8,32,6,0.0027166532003320754
23062,Decrypt,8,8,32,6,0.00033054760060622355
23063,Addition,8,8,32,6,5.8013200032291934e-05
23064,Multiplication,8,8,32,6,0.029472652600088623
23065,KeyGen,8,8,32,4,0.02894089300025371
23066,Encryption,8,8,32,4,0.0026788713999849278
23067,Decrypt,8,8,32,4,0.0003341315998113714
23068,Addition,8,8,32,4,5.902920020162128e-05
23069,Multiplication,8,8,32,4,0.02889820519994828
23070,KeyGen,8,8,32,3,0.028292127999884543
23071,Encryption,8,8,32,3,0.0027366425994841846
23072,Decrypt,8,8,32,3,0.0003311445994768292
23073,Addition,8,8,32,3,5.937419991823845e-05
23074,Multiplication,8,8,32,3,0.028711861500050874
23075,KeyGen,8,8,32,2,0.027816301600250882
23076,Encryption,8,8,32,2,0.0026820874998520596
23077,Decrypt,8,8,32,2,0.00033475870004622265
23078,Addition,8,8,32,2,5.921720003243536e-05
23079,Multiplication,8,8,32,2,0.03001425040056347
23080,KeyGen,8,8,32,1,0.027646348100097383
23081,Encryption,8,8,32,1,0.0026407375997223427
23082,Decrypt,8,8,32,1,0.0003271915004006587
23083,Addition,8,8,32,1,5.644310003845021e-05
23084,Multiplication,8,8,32,1,0.027686736000032398
23085,KeyGen,8,8,30,9,0.02837990979969618
23086,Encryption,8,8,30,9,0.0023911795993626583
23087,Decrypt,8,8,30,9,0.0003030870997463353
23088,Addition,8,8,30,9,5.552810034714639e-05
23089,Multiplication,8,8,30,9,0.02751204050000524
23090,KeyGen,8,8,30,8,0.027875197699904673
23091,Encryption,8,8,30,8,0.0025083639993681572
23092,Decrypt,8,8,30,8,0.00031114820012589917
23093,Addition,8,8,30,8,5.7805099640972915e-05
23094,Multiplication,8,8,30,8,0.027451651300361847
23095,KeyGen,8,8,30,7,0.031996240899752594
23096,Encryption,8,8,30,7,0.002524452299985569
23097,Decrypt,8,8,30,7,0.0003114482002274599
23098,Addition,8,8,30,7,5.691810001735575e-05
23099,Multiplication,8,8,30,7,0.030470841499482048
23100,KeyGen,8,8,30,6,0.028060836499935248
23101,Encryption,8,8,30,6,0.002527053299854742
23102,Decrypt,8,8,30,6,0.00031301920025725847
23103,Addition,8,8,30,6,5.6966100237332286e-05
23104,Multiplication,8,8,30,6,0.027091851200384553
23105,KeyGen,8,8,30,3,0.02769737820053706
23106,Encryption,8,8,30,3,0.002526757399755297
23107,Decrypt,8,8,30,3,0.0003137132000119891
23108,Addition,8,8,30,3,5.734310034313239e-05
23109,Multiplication,8,8,30,3,0.026954964399919845
23110,KeyGen,8,8,30,4,0.029656413300108396
23111,Encryption,8,8,30,4,0.0025268873003369665
23112,Decrypt,8,8,30,4,0.0003835217001324054
23113,Addition,8,8,30,4,5.673820051015355e-05
23114,Multiplication,8,8,30,4,0.027344351200008533
23115,KeyGen,8,8,30,5,0.029122820599877742
23116,Encryption,8,8,30,5,0.002611983100359794
23117,Decrypt,8,8,30,5,0.0003207744004612323
23118,Addition,8,8,30,5,5.763010049122386e-05
23119,Multiplication,8,8,30,5,0.028843813999992564
23120,KeyGen,8,8,30,2,0.02937734970037127
23121,Encryption,8,8,30,2,0.002495385700603947
23122,Decrypt,8,8,30,2,0.0003141522000078112
23123,Addition,8,8,30,2,5.843710023327731e-05
23124,Multiplication,8,8,30,2,0.026988909100327873
23125,KeyGen,8,8,30,1,0.02765828440024052
23126,Encryption,8,8,30,1,0.0025159160999464803
23127,Decrypt,8,8,30,1,0.0003127412994217593
23128,Addition,8,8,30,1,5.966320022707805e-05
23129,Multiplication,8,8,30,1,0.02698348900012206
23130,KeyGen,8,8,28,9,0.02798271490028128
23131,Encryption,8,8,28,9,0.002426562400069088
23132,Decrypt,8,8,28,9,0.0003015109999978449
23133,Addition,8,8,28,9,5.4093099606689066e-05
23134,Multiplication,8,8,28,9,0.027212585599772864
23135,KeyGen,8,8,28,7,0.027986409000004642
23136,Encryption,8,8,28,7,0.0023884276000899264
23137,Decrypt,8,8,28,7,0.0003082912000536453
23138,Addition,8,8,28,7,5.5322099797194824e-05
23139,Multiplication,8,8,28,7,0.026557670500187668
23140,KeyGen,8,8,28,8,0.028396122199774256
23141,Encryption,8,8,28,8,0.0024354146000405306
23142,Decrypt,8,8,28,8,0.00031410719966515897
23143,Addition,8,8,28,8,5.428099975688383e-05
23144,Multiplication,8,8,28,8,0.032344157800253015
23145,KeyGen,8,8,28,6,0.02805615340039367
23146,Encryption,8,8,28,6,0.0024049779000051784
23147,Decrypt,8,8,28,6,0.000300699000217719
23148,Addition,8,8,28,6,5.349599960027263e-05
23149,Multiplication,8,8,28,6,0.026663379599631297
23150,KeyGen,8,8,28,5,0.02787854080015677
23151,Encryption,8,8,28,5,0.002440407699759817
23152,Decrypt,8,8,28,5,0.00030475809980998745
23153,Addition,8,8,28,5,5.2987999515607954e-05
23154,Multiplication,8,8,28,5,0.02871472250044462
23155,KeyGen,8,8,28,4,0.028180352799972753
23156,Encryption,8,8,28,4,0.0021483148004335815
23157,Decrypt,8,8,28,4,0.00030259999984991735
23158,Addition,8,8,28,4,5.269809989840724e-05
23159,Multiplication,8,8,28,4,0.026336155099852477
23160,KeyGen,8,8,28,3,0.028164012499473756
23161,Encryption,8,8,28,3,0.002407402000244474
23162,Decrypt,8,8,28,3,0.00029427280023810456
23163,Addition,8,8,28,3,5.073099964647554e-05
23164,Multiplication,8,8,28,3,0.027524465799797327
23165,KeyGen,8,8,28,2,0.02745133429998532
23166,Encryption,8,8,28,2,0.0024037579001742414
23167,Decrypt,8,8,28,2,0.00030233199940994383
23168,Addition,8,8,28,2,5.281609992380254e-05
23169,Multiplication,8,8,28,2,0.026217021699994802
23170,KeyGen,8,8,28,1,0.02749055010062875
23171,Encryption,8,8,28,1,0.0024479767998855095
23172,Decrypt,8,8,28,1,0.0003274794995377306
23173,Addition,8,8,28,1,6.039219952072017e-05
23174,Multiplication,8,8,28,1,0.026433810000162337
23175,KeyGen,8,8,26,8,0.028870737600664144
23176,Encryption,8,8,26,8,0.0023795763998350596
23177,Decrypt,8,8,26,8,0.0003050731000257656
23178,Addition,8,8,26,8,5.4629100486636165e-05
23179,Multiplication,8,8,26,8,0.027195954200578853
23180,KeyGen,8,8,26,9,0.029304692299774615
23181,Encryption,8,8,26,9,0.002423378299863543
23182,Decrypt,8,8,26,9,0.00030125199991744013
23183,Addition,8,8,26,9,5.389009966165759e-05
23184,Multiplication,8,8,26,9,0.027301975300360937
23185,KeyGen,8,8,26,7,0.02865032919944497
23186,Encryption,8,8,26,7,0.0024179942003684117
23187,Decrypt,8,8,26,7,0.00029810099949827417
23188,Addition,8,8,26,7,5.301999990479089e-05
23189,Multiplication,8,8,26,7,0.02710918649972882
23190,KeyGen,8,8,26,6,0.030961594299878926
23191,Encryption,8,8,26,6,0.002441716699831886
23192,Decrypt,8,8,26,6,0.000296941999840783
23193,Addition,8,8,26,6,5.51121003809385e-05
23194,Multiplication,8,8,26,6,0.02753266400031862
23195,KeyGen,8,8,26,5,0.028031454799929634
23196,Encryption,8,8,26,5,0.002384317499672761
23197,Decrypt,8,8,26,5,0.00030127499994705433
23198,Addition,8,8,26,5,5.5234100000234323e-05
23199,Multiplication,8,8,26,5,0.027082017900102073
23200,KeyGen,8,8,26,4,0.02822299569961615
23201,Encryption,8,8,26,4,0.002422367300459882
23202,Decrypt,8,8,26,4,0.0003040821000467986
23203,Addition,8,8,26,4,5.669120000675321e-05
23204,Multiplication,8,8,26,4,0.027205914400110488
23205,KeyGen,8,8,26,3,0.02744429520025733
23206,Encryption,8,8,26,3,0.0024034399000811392
23207,Decrypt,8,8,26,3,0.00030307699998957107
23208,Addition,8,8,26,3,5.3155100613366815e-05
23209,Multiplication,8,8,26,3,0.02632758589970763
23210,KeyGen,8,8,26,2,0.02730200439982582
23211,Encryption,8,8,26,2,0.002416870099841617
23212,Decrypt,8,8,26,2,0.0002475729001162108
23213,Addition,8,8,26,2,4.5700000191573055e-05
23214,Multiplication,8,8,26,2,0.026115784700232327
23215,KeyGen,8,8,26,1,0.027051558299717726
23216,Encryption,8,8,26,1,0.0024300723998749163
23217,Decrypt,8,8,26,1,0.00029736100041191096
23218,Addition,8,8,26,1,5.59781001356896e-05
23219,Multiplication,8,8,26,1,0.0263184628005547
23220,KeyGen,8,8,24,9,0.029118317500251577
23221,Encryption,8,8,24,9,0.0024208053000620566
23222,Decrypt,8,8,24,9,0.0003052690997719765
23223,Addition,8,8,24,9,5.43920999916736e-05
23224,Multiplication,8,8,24,9,0.027720800699898972
23225,KeyGen,8,8,24,8,0.02812222770007793
23226,Encryption,8,8,24,8,0.0023814945001504385
23227,Decrypt,8,8,24,8,0.0002990829998452682
23228,Addition,8,8,24,8,5.354509994504042e-05
23229,Multiplication,8,8,24,8,0.02712754890017095
23230,KeyGen,8,8,24,7,0.028344838100019844
23231,Encryption,8,8,24,7,0.002417423199949553
23232,Decrypt,8,8,24,7,0.0002982019999762997
23233,Addition,8,8,24,7,5.337410038919188e-05
23234,Multiplication,8,8,24,7,0.027037743999972007
23235,KeyGen,8,8,24,6,0.028498022200074045
23236,Encryption,8,8,24,6,0.002378091400169069
23237,Decrypt,8,8,24,6,0.00029839589988114314
23238,Addition,8,8,24,6,5.4872100008651614e-05
23239,Multiplication,8,8,24,6,0.027117041599558432
23240,KeyGen,8,8,24,5,0.028917257599823644
23241,Encryption,8,8,24,5,0.0023953957999765406
23242,Decrypt,8,8,24,5,0.0003015490001416765
23243,Addition,8,8,24,5,5.591719964286313e-05
23244,Multiplication,8,8,24,5,0.027506233399617486
23245,KeyGen,8,8,24,4,0.027981267900031526
23246,Encryption,8,8,24,4,0.002424364400212653
23247,Decrypt,8,8,24,4,0.0002997989999130368
23248,Addition,8,8,24,4,5.352309963200241e-05
23249,Multiplication,8,8,24,4,0.027941271100280572
23250,KeyGen,8,8,24,3,0.027944075199775396
23251,Encryption,8,8,24,3,0.002410298099857755
23252,Decrypt,8,8,24,3,0.0002533450999180786
23253,Addition,8,8,24,3,4.672289942391217e-05
23254,Multiplication,8,8,24,3,0.028541210100229364
23255,KeyGen,8,8,24,2,0.027596725200419316
23256,Encryption,8,8,24,2,0.002452776900463505
23257,Decrypt,8,8,24,2,0.00030092599990894087
23258,Addition,8,8,24,2,5.30420002178289e-05
23259,Multiplication,8,8,24,2,0.025831117000052473
23260,KeyGen,8,8,24,1,0.02725234130048193
23261,Encryption,8,8,24,1,0.0024006537998502607
23262,Decrypt,8,8,24,1,0.0003031309999641962
23263,Addition,8,8,24,1,5.379509966587648e-05
23264,Multiplication,8,8,24,1,0.026442894300271292
23265,KeyGen,8,8,22,9,0.02819317419998697
23266,Encryption,8,8,22,9,0.0024142561000189745
23267,Decrypt,8,8,22,9,0.00029757890006294475
23268,Addition,8,8,22,9,5.3509099961956964e-05
23269,Multiplication,8,8,22,9,0.027246931300032882
23270,KeyGen,8,8,22,8,0.03283755970041966
23271,Encryption,8,8,22,8,0.002361298000323586
23272,Decrypt,8,8,22,8,0.0002989319997141138
23273,Addition,8,8,22,8,5.2958099695388226e-05
23274,Multiplication,8,8,22,8,0.02709681630003615
23275,KeyGen,8,8,22,7,0.02838912200022605
23276,Encryption,8,8,22,7,0.0024099941001622938
23277,Decrypt,8,8,22,7,0.00029816289970767683
23278,Addition,8,8,22,7,5.476700025610626e-05
23279,Multiplication,8,8,22,7,0.02674770730009186
23280,KeyGen,8,8,22,6,0.02845553330043913
23281,Encryption,8,8,22,6,0.0023635341000044718
23282,Decrypt,8,8,22,6,0.0002972688998852391
23283,Addition,8,8,22,6,4.943189996993169e-05
23284,Multiplication,8,8,22,6,0.027745142200001283
23285,KeyGen,8,8,22,4,0.02750756050008931
23286,Encryption,8,8,22,4,0.0023757932998705656
23287,Decrypt,8,8,22,4,0.0003090791004069615
23288,Addition,8,8,22,4,5.409110017353669e-05
23289,Multiplication,8,8,22,4,0.026336006100609665
23290,KeyGen,8,8,22,5,0.02731497060012771
23291,Encryption,8,8,22,5,0.002153091900254367
23292,Decrypt,8,8,22,5,0.00029057680003461426
23293,Addition,8,8,22,5,5.1430999883450566e-05
23294,Multiplication,8,8,22,5,0.027019134700094583
23295,KeyGen,8,8,22,2,0.028608689400425647
23296,Encryption,8,8,22,2,0.0024277254000480753
23297,Decrypt,8,8,22,2,0.00030142300020088444
23298,Addition,8,8,22,2,5.406809941632673e-05
23299,Multiplication,8,8,22,2,0.027028271900053368
23300,KeyGen,8,8,22,3,0.02940551229985431
23301,Encryption,8,8,22,3,0.0023691943002631887
23302,Decrypt,8,8,22,3,0.00029855390021111817
23303,Addition,8,8,22,3,5.2632000006269664e-05
23304,Multiplication,8,8,22,3,0.026527107899892145
23305,KeyGen,8,8,22,1,0.029235216900269735
23306,Encryption,8,8,22,1,0.0023959207996085753
23307,Decrypt,8,8,22,1,0.00030168599987518975
23308,Addition,8,8,22,1,5.40919994818978e-05
23309,Multiplication,8,8,22,1,0.026018876799935243
23310,KeyGen,8,8,20,9,0.027811326499795543
23311,Encryption,8,8,20,9,0.002378343400050653
23312,Decrypt,8,8,20,9,0.0002975779003463686
23313,Addition,8,8,20,9,5.287809981382452e-05
23314,Multiplication,8,8,20,9,0.026570764800271717
23315,KeyGen,8,8,20,8,0.028903907300264108
23316,Encryption,8,8,20,8,0.0023848265998822173
23317,Decrypt,8,8,20,8,0.0002952799004560802
23318,Addition,8,8,20,8,5.2947099902667105e-05
23319,Multiplication,8,8,20,8,0.026852796399907675
23320,KeyGen,8,8,20,7,0.02815817539958516
23321,Encryption,8,8,20,7,0.0024081859999569135
23322,Decrypt,8,8,20,7,0.00029797600000165404
23323,Addition,8,8,20,7,5.514609947567806e-05
23324,Multiplication,8,8,20,7,0.027145297300012316
23325,KeyGen,8,8,20,6,0.027743723100138597
23326,Encryption,8,8,20,6,0.002366910199634731
23327,Decrypt,8,8,20,6,0.0002987430001667235
23328,Addition,8,8,20,6,5.285410006763414e-05
23329,Multiplication,8,8,20,6,0.026931035900634014
23330,KeyGen,8,8,20,5,0.027709351499652257
23331,Encryption,8,8,20,5,0.0023678551995544696
23332,Decrypt,8,8,20,5,0.0002853416997822933
23333,Addition,8,8,20,5,4.5266899542184545e-05
23334,Multiplication,8,8,20,5,0.025669563799601745
23335,KeyGen,8,8,20,4,0.02823455389952869
23336,Encryption,8,8,20,4,0.002421924300142564
23337,Decrypt,8,8,20,4,0.00030249799965531565
23338,Addition,8,8,20,4,5.438010048237629e-05
23339,Multiplication,8,8,20,4,0.028923093599587446
23340,KeyGen,8,8,20,2,0.02830231929983711
23341,Encryption,8,8,20,2,0.002417935200355714
23342,Decrypt,8,8,20,2,0.000299998999980744
23343,Addition,8,8,20,2,5.3926100372336804e-05
23344,Multiplication,8,8,20,2,0.02699941230021068
23345,KeyGen,8,8,20,1,0.028606849299831084
23346,Encryption,8,8,20,1,0.0023809735001123046
23347,Decrypt,8,8,20,1,0.0003020769996510353
23348,Addition,8,8,20,1,5.2972000412410124e-05
23349,Multiplication,8,8,20,1,0.026544712299801175
23350,KeyGen,8,8,20,3,0.03378199950020644
23351,Encryption,8,8,20,3,0.002377382400300121
23352,Decrypt,8,8,20,3,0.00030130000013741667
23353,Addition,8,8,20,3,5.361310031730682e-05
23354,Multiplication,8,8,20,3,0.026914013599889586
23355,KeyGen,8,8,18,8,0.028321671699814033
23356,Encryption,8,8,18,8,0.0023812854997231625
23357,Decrypt,8,8,18,8,0.00029757589945802467
23358,Addition,8,8,18,8,5.450099997688085e-05
23359,Multiplication,8,8,18,8,0.02667572279970045
23360,KeyGen,8,8,18,9,0.028717718599364162
23361,Encryption,8,8,18,9,0.0024217942998802757
23362,Decrypt,8,8,18,9,0.00030065600003581494
23363,Addition,8,8,18,9,5.4387099953601134e-05
23364,Multiplication,8,8,18,9,0.027669586700358195
23365,KeyGen,8,8,18,7,0.030954304100305308
23366,Encryption,8,8,18,7,0.0024047949998930564
23367,Decrypt,8,8,18,7,0.0003026660000614356
23368,Addition,8,8,18,7,5.4811099835205825e-05
23369,Multiplication,8,8,18,7,0.026312526700348827
23370,KeyGen,8,8,18,6,0.030772034500114388
23371,Encryption,8,8,18,6,0.0023725733000901526
23372,Decrypt,8,8,18,6,0.0002981910001835786
23373,Addition,8,8,18,6,4.9995000154012814e-05
23374,Multiplication,8,8,18,6,0.026438154200150166
23375,KeyGen,8,8,18,4,0.02817984580033226
23376,Encryption,8,8,18,4,0.002324592300283257
23377,Decrypt,8,8,18,4,0.0002985769002407324
23378,Addition,8,8,18,4,5.339900017133914e-05
23379,Multiplication,8,8,18,4,0.026244564199441812
23380,KeyGen,8,8,18,5,0.028671020600449994
23381,Encryption,8,8,18,5,0.002485573600279167
23382,Decrypt,8,8,18,5,0.00030131899984553456
23383,Addition,8,8,18,5,5.5078099831007424e-05
23384,Multiplication,8,8,18,5,0.02689161710004555
23385,KeyGen,8,8,18,3,0.027667588600161254
23386,Encryption,8,8,18,3,0.0025161571997159627
23387,Decrypt,8,8,18,3,0.0002970779001771007
23388,Addition,8,8,18,3,5.400110021582805e-05
23389,Multiplication,8,8,18,3,0.026959094499761704
23390,KeyGen,8,8,18,2,0.027862885600188746
23391,Encryption,8,8,18,2,0.0026550540002062916
23392,Decrypt,8,8,18,2,0.00030396810034289957
23393,Addition,8,8,18,2,5.5228100245585664e-05
23394,Multiplication,8,8,18,2,0.027260490600019692
23395,KeyGen,8,8,18,1,0.02880363430012949
23396,Encryption,8,8,18,1,0.0024144180999428498
23397,Decrypt,8,8,18,1,0.0002977488999022171
23398,Addition,8,8,18,1,5.3397000010591e-05
23399,Multiplication,8,8,18,1,0.027105250399472425
23400,KeyGen,8,8,16,9,0.028330759899836265
23401,Encryption,8,8,16,9,0.0024240822996944187
23402,Decrypt,8,8,16,9,0.00030145199998514726
23403,Addition,8,8,16,9,5.235110002104193e-05
23404,Multiplication,8,8,16,9,0.02769386520012631
23405,KeyGen,8,8,16,8,0.02952516269942862
23406,Encryption,8,8,16,8,0.002390884600026766
23407,Decrypt,8,8,16,8,0.00029706390050705523
23408,Addition,8,8,16,8,5.466510046971962e-05
23409,Multiplication,8,8,16,8,0.026789448199997422
23410,KeyGen,8,8,16,6,0.027846590200351785
23411,Encryption,8,8,16,6,0.0023944906999531666
23412,Decrypt,8,8,16,6,0.00030124100012471897
23413,Addition,8,8,16,6,5.27260999660939e-05
23414,Multiplication,8,8,16,6,0.026503473399498035
23415,KeyGen,8,8,16,7,0.02960861030005617
23416,Encryption,8,8,16,7,0.0024087220001092645
23417,Decrypt,8,8,16,7,0.0003032961001736112
23418,Addition,8,8,16,7,5.2576100279111417e-05
23419,Multiplication,8,8,16,7,0.02669549830025062
23420,KeyGen,8,8,16,5,0.027882977899571414
23421,Encryption,8,8,16,5,0.0024448596996080596
23422,Decrypt,8,8,16,5,0.00030478510016109797
23423,Addition,8,8,16,5,5.418009968707338e-05
23424,Multiplication,8,8,16,5,0.02683281299978262
23425,KeyGen,8,8,16,4,0.027694228100153852
23426,Encryption,8,8,16,4,0.0023950836999574675
23427,Decrypt,8,8,16,4,0.00030068999985815025
23428,Addition,8,8,16,4,5.3266999748302625e-05
23429,Multiplication,8,8,16,4,0.026453869399847462
23430,KeyGen,8,8,16,3,0.0271854020000319
23431,Encryption,8,8,16,3,0.00237858340042294
23432,Decrypt,8,8,16,3,0.00029731500035268255
23433,Addition,8,8,16,3,5.331310021574609e-05
23434,Multiplication,8,8,16,3,0.026268938700377477
23435,KeyGen,8,8,16,2,0.027245665199734502
23436,Encryption,8,8,16,2,0.002442855700064683
23437,Decrypt,8,8,16,2,0.0003017970004293602
23438,Addition,8,8,16,2,5.4549099877476694e-05
23439,Multiplication,8,8,16,2,0.026614998600416585
23440,KeyGen,8,8,16,1,0.027799679299641868
23441,Encryption,8,8,16,1,0.0024924167002609464
23442,Decrypt,8,8,16,1,0.0002987050000228919
23443,Addition,8,8,16,1,5.4644099873257804e-05
23444,Multiplication,8,8,16,1,0.026358346599590732
23445,KeyGen,8,8,14,9,0.027618362700013676
23446,Encryption,8,8,14,9,0.002362136100418866
23447,Decrypt,8,8,14,9,0.00029911300007370303
23448,Addition,8,8,14,9,4.9851000221678986e-05
23449,Multiplication,8,8,14,9,0.026177928000106477
23450,KeyGen,8,8,14,8,0.027800875400134827
23451,Encryption,8,8,14,8,0.002413416199851781
23452,Decrypt,8,8,14,8,0.0003029830004379619
23453,Addition,8,8,14,8,5.301300043356605e-05
23454,Multiplication,8,8,14,8,0.026251067500561477
23455,KeyGen,8,8,14,7,0.029210102400247705
23456,Encryption,8,8,14,7,0.0023358575002930594
23457,Decrypt,8,8,14,7,0.00030063000012887643
23458,Addition,8,8,14,7,5.477410013554618e-05
23459,Multiplication,8,8,14,7,0.026342707200092262
23460,KeyGen,8,8,14,6,0.028818003599735676
23461,Encryption,8,8,14,6,0.00241619209991768
23462,Decrypt,8,8,14,6,0.00030019800033187494
23463,Addition,8,8,14,6,5.458399973576888e-05
23464,Multiplication,8,8,14,6,0.026205551499879222
23465,KeyGen,8,8,14,5,0.028195674200105714
23466,Encryption,8,8,14,5,0.0024061289004748687
23467,Decrypt,8,8,14,5,0.00033272859946009703
23468,Addition,8,8,14,5,5.3666999883716925e-05
23469,Multiplication,8,8,14,5,0.029758418300480115
23470,KeyGen,8,8,14,3,0.027624937899963696
23471,Encryption,8,8,14,3,0.0024112439998134503
23472,Decrypt,8,8,14,3,0.0002895247998822015
23473,Addition,8,8,14,3,5.817710043629631e-05
23474,Multiplication,8,8,14,3,0.0262390221003443
