,method,n,d,q,p,time
4942,Decrypt,18,22,32,3,0.0028517834005469924
4943,Addition,18,22,32,3,0.0001487170004111249
4944,Multiplication,18,22,32,3,1.2165852485995856
4945,KeyGen,18,14,32,3,0.5890647467997041
4946,Encryption,18,14,32,3,0.026896863600268262
4947,Decrypt,18,14,32,3,0.0014139480001176708
4948,Addition,18,14,32,3,0.00011423929972806946
4949,Multiplication,18,14,32,3,0.582549979200121
4950,KeyGen,20,32,32,3,3.144607552699745
4951,Encryption,20,32,32,3,0.17149353490021896
4952,Decrypt,20,32,32,3,0.006320966100611258
4953,Addition,20,32,32,3,0.00021032220029155725
4954,Multiplication,20,32,32,3,3.262171856900386
4955,KeyGen,18,4,32,3,0.11963763530002325
4956,Encryption,18,4,32,3,0.0048111472002347
4957,Decrypt,18,4,32,3,0.00029005969990976156
4958,Addition,18,4,32,3,7.613249981659464e-05
4959,Multiplication,18,4,32,3,0.10257253649979248
4960,KeyGen,18,8,32,3,0.26639981240005
4961,Encryption,18,8,32,3,0.011828481299744453
4962,Decrypt,18,8,32,3,0.0006744682999851648
4963,Addition,18,8,32,3,9.789589967112988e-05
4964,Multiplication,18,8,32,3,0.2614018049003789
4965,KeyGen,18,2,32,3,0.07045306529980735
4966,Encryption,18,2,32,3,0.0027524644996447024
4967,Decrypt,18,2,32,3,0.00018810970068443565
4968,Addition,18,2,32,3,6.913830002304166e-05
4969,Multiplication,18,2,32,3,0.0577152779995231
4970,KeyGen,18,1,32,3,0.05315105170011521
4971,Encryption,18,1,32,3,0.0019090728004812264
4972,Decrypt,18,1,32,3,0.00014101380002102816
4973,Addition,18,1,32,3,6.528929952764884e-05
4974,Multiplication,18,1,32,3,0.039506831399921796
4975,KeyGen,18,6,32,3,0.1999839523996343
4976,Encryption,18,6,32,3,0.008224851900013163
4977,Decrypt,18,6,32,3,0.0004877257000771351
4978,Addition,18,6,32,3,8.994780000648461e-05
4979,Multiplication,18,6,32,3,0.17222932299991953
4980,KeyGen,18,10,32,3,0.361051477699948
4981,Encryption,18,10,32,3,0.015600385000288952
4982,Decrypt,18,10,32,3,0.0008503629003826063
4983,Addition,18,10,32,3,0.00010241510026389732
4984,Multiplication,18,10,32,3,0.3356701039003383
4985,KeyGen,18,24,32,3,1.3272725237999112
4986,Encryption,18,24,32,3,0.06404368590010563
4987,Decrypt,18,24,32,3,0.003364504599448992
4988,Addition,18,24,32,3,0.000158079199900385
4989,Multiplication,18,24,32,3,1.4556137058003515
4990,KeyGen,18,12,32,3,0.47841829870012587
4991,Encryption,18,12,32,3,0.02029183179984102
4992,Decrypt,18,12,32,3,0.001099873700150056
4993,Addition,18,12,32,3,0.00010969519935315475
4994,Multiplication,18,12,32,3,0.45482551290042467
4995,KeyGen,18,26,32,3,1.555871144199773
4996,Encryption,18,26,32,3,0.07350045319981291
4997,Decrypt,18,26,32,3,0.0039019232004648074
4998,Addition,18,26,32,3,0.00016298030022880993
4999,Multiplication,18,26,32,3,1.669175680000626
5000,KeyGen,18,28,32,3,1.7706952512002316
5001,Encryption,18,28,32,3,0.09174244950045249
5002,Decrypt,18,28,32,3,0.004398521099938079
5003,Addition,18,28,32,3,0.00017277340011787601
5004,Multiplication,18,28,32,3,2.0552883479998854
5005,KeyGen,18,30,32,3,1.959544666599686
5006,Encryption,18,30,32,3,0.10169125850006822
5007,Decrypt,18,30,32,3,0.00495613509992836
5008,Addition,18,30,32,3,0.00018007360049523413
5009,Multiplication,18,30,32,3,2.3705527687998256
5010,KeyGen,16,16,32,3,0.537660579099611
5011,Encryption,16,16,32,3,0.02762544830038678
5012,Decrypt,16,16,32,3,0.0016175361000932754
5013,Addition,16,16,32,3,0.00011360619973856955
5014,Multiplication,16,16,32,3,0.5553558317005809
5015,KeyGen,16,18,32,3,0.6756307292998827
5016,Encryption,16,18,32,3,0.03612594759979402
5017,Decrypt,16,18,32,3,0.0020719860993267504
5018,Addition,16,18,32,3,0.00011548919937922619
5019,Multiplication,16,18,32,3,0.748592176099919
5020,KeyGen,16,20,32,3,0.7636657408002065
5021,Encryption,16,20,32,3,0.05187539370017476
5022,Decrypt,16,20,32,3,0.0022303552002995277
5023,Addition,16,20,32,3,0.00013144559998181648
5024,Multiplication,16,20,32,3,0.8757047649000015
5025,KeyGen,18,32,32,3,2.1920287351997105
5026,Encryption,18,32,32,3,0.10927010480008903
5027,Decrypt,18,32,32,3,0.005506347100163111
5028,Addition,18,32,32,3,0.00018639879999682307
5029,Multiplication,18,32,32,3,2.561462150599982
5030,KeyGen,16,22,32,3,0.9460629902001528
5031,Encryption,16,22,32,3,0.04915484090015525
5032,Decrypt,16,22,32,3,0.0028185768002003896
5033,Addition,16,22,32,3,0.00013202369955251926
5034,Multiplication,16,22,32,3,0.9647590685002797
5035,KeyGen,16,6,32,3,0.14936778789997335
5036,Encryption,16,6,32,3,0.00803068120003445
5037,Decrypt,16,6,32,3,0.0005140572000527754
5038,Addition,16,6,32,3,7.950650033308193e-05
5039,Multiplication,16,6,32,3,0.1376672491998761
5040,KeyGen,16,4,32,3,0.09159177199981058
5041,Encryption,16,4,32,3,0.004076965800049947
5042,Decrypt,16,4,32,3,0.00028257360027055255
5043,Addition,16,4,32,3,7.28013998013921e-05
5044,Multiplication,16,4,32,3,0.08295042690006085
5045,KeyGen,16,8,32,3,0.21977544909968855
5046,Encryption,16,8,32,3,0.012758723899605685
5047,Decrypt,16,8,32,3,0.0005670631995599251
5048,Addition,16,8,32,3,8.576380059821531e-05
5049,Multiplication,16,8,32,3,0.23235322260006797
5050,KeyGen,16,14,32,3,0.49044379759943696
5051,Encryption,16,14,32,3,0.020613245500135234
5052,Decrypt,16,14,32,3,0.0012639950997254345
5053,Addition,16,14,32,3,0.00010825310018844903
5054,Multiplication,16,14,32,3,0.4681152315999498
5055,KeyGen,16,2,32,3,0.055823832200258036
5056,Encryption,16,2,32,3,0.0023825292002584318
5057,Decrypt,16,2,32,3,0.00019013269993592986
5058,Addition,16,2,32,3,6.801529962103814e-05
5059,Multiplication,16,2,32,3,0.04678461410003365
5060,KeyGen,16,1,32,3,0.04306589050029288
5061,Encryption,16,1,32,3,0.001761922000150662
5062,Decrypt,16,1,32,3,0.00013803170004393904
5063,Addition,16,1,32,3,6.207519982126541e-05
5064,Multiplication,16,1,32,3,0.03076499570015585
5065,KeyGen,16,10,32,3,0.271524202600267
5066,Encryption,16,10,32,3,0.013243147400498857
5067,Decrypt,16,10,32,3,0.0007708432000072208
5068,Addition,16,10,32,3,8.383660024264827e-05
5069,Multiplication,16,10,32,3,0.2707662180000625
5070,KeyGen,16,12,32,3,0.3763004066000576
5071,Encryption,16,12,32,3,0.016588614699867322
5072,Decrypt,16,12,32,3,0.001016585100296652
5073,Addition,16,12,32,3,0.0001031171006616205
5074,Multiplication,16,12,32,3,0.331454551799834
5075,KeyGen,16,24,32,3,0.9989575788000365
5076,Encryption,16,24,32,3,0.05493444230014575
5077,Decrypt,16,24,32,3,0.002941613300208701
5078,Addition,16,24,32,3,0.00013896769960410892
5079,Multiplication,16,24,32,3,1.1948915574997954
5080,KeyGen,16,26,32,3,1.1954631077001978
5081,Encryption,16,26,32,3,0.07061041900014971
5082,Decrypt,16,26,32,3,0.003371724800672382
5083,Addition,16,26,32,3,0.0001478908998251427
5084,Multiplication,16,26,32,3,1.228673083299509
5085,KeyGen,16,28,32,3,1.4426876118996006
5086,Encryption,16,28,32,3,0.06563490449989332
5087,Decrypt,16,28,32,3,0.004274829699716065
5088,Addition,16,28,32,3,0.00014823890014667996
5089,Multiplication,16,28,32,3,1.4707974675002333
5090,KeyGen,14,18,32,3,0.4259797368998989
5091,Encryption,14,18,32,3,0.027733950700348942
5092,Decrypt,14,18,32,3,0.0016113388999656308
5093,Addition,14,18,32,3,0.00010986120032612235
5094,Multiplication,14,18,32,3,0.43157353499991585
5095,KeyGen,16,30,32,3,1.5102527543996984
5096,Encryption,16,30,32,3,0.08851113589989837
5097,Decrypt,16,30,32,3,0.004675713700271445
5098,Addition,16,30,32,3,0.00016520429999218323
5099,Multiplication,16,30,32,3,1.621658436099824
5100,KeyGen,14,16,32,3,0.3422898005002935
5101,Encryption,14,16,32,3,0.019735606199537868
5102,Decrypt,14,16,32,3,0.001358824900671607
5103,Addition,14,16,32,3,0.00010193300040555187
5104,Multiplication,14,16,32,3,0.3960288997004682
5105,KeyGen,14,20,32,3,0.5047918840995408
5106,Encryption,14,20,32,3,0.028754958000354235
5107,Decrypt,14,20,32,3,0.0019259201995737384
5108,Addition,14,20,32,3,0.00011410119986976497
5109,Multiplication,14,20,32,3,0.5643143237000914
5110,KeyGen,14,8,32,3,0.12689874170027907
5111,Encryption,14,8,32,3,0.00698263849990326
5112,Decrypt,14,8,32,3,0.0005088341000373475
5113,Addition,14,8,32,3,7.821460021659732e-05
5114,Multiplication,14,8,32,3,0.11897637779984507
5115,KeyGen,16,32,32,3,1.6291986220996477
5116,Encryption,16,32,32,3,0.08626583840014064
5117,Decrypt,16,32,32,3,0.004780347699852428
5118,Addition,16,32,32,3,0.00016540130018256606
5119,Multiplication,16,32,32,3,1.813687561199913
5120,KeyGen,14,22,32,3,0.6390290016999642
5121,Encryption,14,22,32,3,0.03618028010023409
5122,Decrypt,14,22,32,3,0.002235930300230393
5123,Addition,14,22,32,3,0.00012139639948145486
5124,Multiplication,14,22,32,3,0.6447893245000159
5125,KeyGen,14,2,32,3,0.03448377070017159
5126,Encryption,14,2,32,3,0.0016926625001360662
5127,Decrypt,14,2,32,3,0.00015629910049028695
5128,Addition,14,2,32,3,5.833219984197058e-05
5129,Multiplication,14,2,32,3,0.028342320900264895
5130,KeyGen,14,6,32,3,0.09633925689995522
5131,Encryption,14,6,32,3,0.005270517499593552
5132,Decrypt,14,6,32,3,0.00038301960012177005
5133,Addition,14,6,32,3,7.605150021845475e-05
5134,Multiplication,14,6,32,3,0.08892780910027795
5135,KeyGen,14,14,32,3,0.3058560921999742
5136,Encryption,14,14,32,3,0.016058428399992407
5137,Decrypt,14,14,32,3,0.0010996808006893844
5138,Addition,14,14,32,3,9.67699001193978e-05
5139,Multiplication,14,14,32,3,0.28330823280048206
5140,KeyGen,14,10,32,3,0.1755034453002736
5141,Encryption,14,10,32,3,0.010161540399712976
5142,Decrypt,14,10,32,3,0.0007193573001131881
5143,Addition,14,10,32,3,8.82716994965449e-05
5144,Multiplication,14,10,32,3,0.17494722249975894
5145,KeyGen,14,1,32,3,0.02366439809993608
5146,Encryption,14,1,32,3,0.0012518657997134142
5147,Decrypt,14,1,32,3,0.0001238013996044174
5148,Addition,14,1,32,3,5.469999960041605e-05
5149,Multiplication,14,1,32,3,0.020295830400573322
5150,KeyGen,14,4,32,3,0.058720740300486796
5151,Encryption,14,4,32,3,0.0030299010002636352
5152,Decrypt,14,4,32,3,0.00024259080018964596
5153,Addition,14,4,32,3,6.486929996754042e-05
5154,Multiplication,14,4,32,3,0.05126107639953261
5155,KeyGen,14,12,32,3,0.2217824177001603
5156,Encryption,14,12,32,3,0.012662277000345057
5157,Decrypt,14,12,32,3,0.0008900756001821719
5158,Addition,14,12,32,3,9.078680013772101e-05
5159,Multiplication,14,12,32,3,0.22233064789979834
5160,KeyGen,14,24,32,3,0.698464095700183
5161,Encryption,14,24,32,3,0.040126670400059086
5162,Decrypt,14,24,32,3,0.002609146700706333
5163,Addition,14,24,32,3,0.00012726749991998076
5164,Multiplication,14,24,32,3,0.7456370421001338
5165,KeyGen,14,26,32,3,0.8068951940003899
5166,Encryption,14,26,32,3,0.046779103299923006
5167,Decrypt,14,26,32,3,0.00302892499967129
5168,Addition,14,26,32,3,0.00013603769984911197
5169,Multiplication,14,26,32,3,0.8350779478998447
5170,KeyGen,14,28,32,3,0.8550637287000427
5171,Encryption,14,28,32,3,0.05205703300016466
5172,Decrypt,14,28,32,3,0.003444656300416682
5173,Addition,14,28,32,3,0.00012275140034034848
5174,Multiplication,14,28,32,3,0.9309422689999337
5175,KeyGen,12,18,32,3,0.26871686300000874
5176,Encryption,12,18,32,3,0.01812986049990286
5177,Decrypt,12,18,32,3,0.001396952699724352
5178,Addition,12,18,32,3,9.660289942985401e-05
5179,Multiplication,12,18,32,3,0.2813194324000506
5180,KeyGen,14,30,32,3,0.986628416700114
5181,Encryption,14,30,32,3,0.06397178819970577
5182,Decrypt,14,30,32,3,0.003835141099989414
5183,Addition,14,30,32,3,0.0001445918998797424
5184,Multiplication,14,30,32,3,1.063361129599798
5185,KeyGen,12,16,32,3,0.21916645470046206
5186,Encryption,12,16,32,3,0.014891747300134739
5187,Decrypt,12,16,32,3,0.0011693072003254202
5188,Addition,12,16,32,3,9.152689963229932e-05
5189,Multiplication,12,16,32,3,0.22896762329983175
5190,KeyGen,12,20,32,3,0.3138471897997078
5191,Encryption,12,20,32,3,0.021270469799492275
5192,Decrypt,12,20,32,3,0.0016391104996728244
5193,Addition,12,20,32,3,0.00010270109996781684
5194,Multiplication,12,20,32,3,0.34987080479986615
5195,KeyGen,12,14,32,3,0.17866889479992096
5196,Encryption,12,14,32,3,0.012116333300218685
5197,Decrypt,12,14,32,3,0.0009575919997587334
5198,Addition,12,14,32,3,8.65476999024395e-05
5199,Multiplication,12,14,32,3,0.18169867910037282
5200,KeyGen,12,22,32,3,0.3612562097994669
5201,Encryption,12,22,32,3,0.025019020099716727
5202,Decrypt,12,22,32,3,0.001920120100112399
5203,Addition,12,22,32,3,0.00010977710044244305
5204,Multiplication,12,22,32,3,0.40356904270011
5205,KeyGen,12,4,32,3,0.03846599280004739
5206,Encryption,12,4,32,3,0.0023177459996077234
5207,Decrypt,12,4,32,3,0.00021295719998306594
5208,Addition,12,4,32,3,5.9023100038757545e-05
5209,Multiplication,12,4,32,3,0.0338007643003948
5210,KeyGen,12,6,32,3,0.05978749459973187
5211,Encryption,12,6,32,3,0.0036529294004139954
5212,Decrypt,12,6,32,3,0.0003725803995621391
5213,Addition,12,6,32,3,6.505429992103018e-05
5214,Multiplication,12,6,32,3,0.053832761500234486
5215,KeyGen,12,1,32,3,0.015442748300120001
5216,Encryption,12,1,32,3,0.0009400317001563962
5217,Decrypt,12,1,32,3,0.00011141020004288294
5218,Addition,12,1,32,3,5.0817999726859854e-05
5219,Multiplication,12,1,32,3,0.01331540609971853
5220,KeyGen,12,2,32,3,0.022612090400070884
5221,Encryption,12,2,32,3,0.001333590500144055
5222,Decrypt,12,2,32,3,0.0001430477997928392
5223,Addition,12,2,32,3,5.407099961303174e-05
5224,Multiplication,12,2,32,3,0.019296714600204722
5225,KeyGen,14,32,32,3,1.0947657131997404
5226,Encryption,14,32,32,3,0.06710357730044052
5227,Decrypt,14,32,32,3,0.004557551399921067
5228,Addition,14,32,32,3,0.00015700610019848683
5229,Multiplication,14,32,32,3,1.1940723962004995
5230,KeyGen,12,8,32,3,0.0843977715994697
5231,Encryption,12,8,32,3,0.005492693900305312
5232,Decrypt,12,8,32,3,0.0004620232000888791
5233,Addition,12,8,32,3,7.445149967679753e-05
5234,Multiplication,12,8,32,3,0.08344542580016423
5235,KeyGen,12,10,32,3,0.11728539190007722
5236,Encryption,12,10,32,3,0.00759287460023188
5237,Decrypt,12,10,32,3,0.0006238593996386044
5238,Addition,12,10,32,3,7.946059995447285e-05
5239,Multiplication,12,10,32,3,0.11435715879997588
5240,KeyGen,12,24,32,3,0.42538806940065116
5241,Encryption,12,24,32,3,0.02978542060009204
5242,Decrypt,12,24,32,3,0.0022731200995622204
5243,Addition,12,24,32,3,0.00011324120059725828
5244,Multiplication,12,24,32,3,0.46580860709946137
5245,KeyGen,12,12,32,3,0.1442487534994143
5246,Encryption,12,12,32,3,0.00951798480018624
5247,Decrypt,12,12,32,3,0.0007575370000267867
5248,Addition,12,12,32,3,8.186960039893165e-05
5249,Multiplication,12,12,32,3,0.14725168219956686
5250,KeyGen,12,26,32,3,0.4861702836002223
5251,Encryption,12,26,32,3,0.03875984659971436
5252,Decrypt,12,26,32,3,0.0025724060003994966
5253,Addition,12,26,32,3,0.00011897629956365563
5254,Multiplication,12,26,32,3,0.5324836536994553
5255,KeyGen,12,28,32,3,0.544611809500202
5256,Encryption,12,28,32,3,0.03926294560005772
5257,Decrypt,12,28,32,3,0.003009394699620316
5258,Addition,12,28,32,3,0.0001247845000762027
5259,Multiplication,12,28,32,3,0.6210021643993968
5260,KeyGen,10,18,32,3,0.1557438336996711
5261,Encryption,10,18,32,3,0.012776543400104857
5262,Decrypt,10,18,32,3,0.0011875095995492301
5263,Addition,10,18,32,3,8.827879937598482e-05
5264,Multiplication,10,18,32,3,0.17737277490014094
5265,KeyGen,10,20,32,3,0.18966799449990504
5266,Encryption,10,20,32,3,0.015327740000066115
5267,Decrypt,10,20,32,3,0.001406619900080841
5268,Addition,10,20,32,3,0.00010769710061140359
5269,Multiplication,10,20,32,3,0.205812842999876
5270,KeyGen,10,16,32,3,0.12755030670014095
5271,Encryption,10,16,32,3,0.01084357599975192
5272,Decrypt,10,16,32,3,0.0009830675000557676
5273,Addition,10,16,32,3,8.284459981950931e-05
5274,Multiplication,10,16,32,3,0.13918638350005494
5275,KeyGen,12,30,32,3,0.6204180526998243
5276,Encryption,12,30,32,3,0.04499496319986065
5277,Decrypt,12,30,32,3,0.0035938392000389287
5278,Addition,12,30,32,3,0.00012981659965589644
5279,Multiplication,12,30,32,3,0.6918398346002504
5280,KeyGen,10,22,32,3,0.2163200961003895
5281,Encryption,10,22,32,3,0.0180894288001582
5282,Decrypt,10,22,32,3,0.001646998700016411
5283,Addition,10,22,32,3,9.520390012767166e-05
5284,Multiplication,10,22,32,3,0.24781982910062653
5285,KeyGen,10,6,32,3,0.040318704699893716
5286,Encryption,10,6,32,3,0.002654162699764129
5287,Decrypt,10,6,32,3,0.0002779404996545054
5288,Addition,10,6,32,3,5.9290099306963386e-05
5289,Multiplication,10,6,32,3,0.03319190629990772
5290,KeyGen,10,14,32,3,0.10873843470035353
5291,Encryption,10,14,32,3,0.008738770300260513
5292,Decrypt,10,14,32,3,0.000817148300120607
5293,Addition,10,14,32,3,7.902760044089518e-05
5294,Multiplication,10,14,32,3,0.11811445170023945
5295,KeyGen,10,4,32,3,0.024379902600048808
5296,Encryption,10,4,32,3,0.0017957116004254203
5297,Decrypt,10,4,32,3,0.00019950899950345048
5298,Addition,10,4,32,3,5.550909991143271e-05
5299,Multiplication,10,4,32,3,0.022311793500557543
5300,KeyGen,10,24,32,3,0.2519640018996142
5301,Encryption,10,24,32,3,0.02298957990060444
5302,Decrypt,10,24,32,3,0.0018577637994894758
5303,Addition,10,24,32,3,9.776289953151718e-05
5304,Multiplication,10,24,32,3,0.2752513813000405
5305,KeyGen,10,8,32,3,0.052941395100060615
5306,Encryption,10,8,32,3,0.004030593000061344
5307,Decrypt,10,8,32,3,0.00040913209959398956
5308,Addition,10,8,32,3,6.959340025787241e-05
5309,Multiplication,10,8,32,3,0.05104400740019628
5310,KeyGen,10,2,32,3,0.013526954300323269
5311,Encryption,10,2,32,3,0.000978838399896631
5312,Decrypt,10,2,32,3,0.00012279850052436813
5313,Addition,10,2,32,3,4.899689956801012e-05
5314,Multiplication,10,2,32,3,0.012565217199880862
5315,KeyGen,10,1,32,3,0.010847166099847528
5316,Encryption,10,1,32,3,0.0009560809994582087
5317,Decrypt,10,1,32,3,0.00010299000059603714
5318,Addition,10,1,32,3,4.969100045855157e-05
5319,Multiplication,10,1,32,3,0.009720246800134192
5320,KeyGen,10,10,32,3,0.0687343632998818
5321,Encryption,10,10,32,3,0.005157363299804274
5322,Decrypt,10,10,32,3,0.0005091022001579403
5323,Addition,10,10,32,3,6.979440004215576e-05
5324,Multiplication,10,10,32,3,0.06747143530010362
5325,KeyGen,12,32,32,3,0.6849967731999641
5326,Encryption,12,32,32,3,0.049054766799963546
5327,Decrypt,12,32,32,3,0.0037204157997621223
5328,Addition,12,32,32,3,0.00013486370007740334
5329,Multiplication,12,32,32,3,0.7604348003995256
5330,KeyGen,10,12,32,3,0.0904060221000691
5331,Encryption,10,12,32,3,0.007152603800204815
5332,Decrypt,10,12,32,3,0.0006586780000361614
5333,Addition,10,12,32,3,7.26993996067904e-05
5334,Multiplication,10,12,32,3,0.0940493794005306
5335,KeyGen,10,26,32,3,0.28436054840058206
5336,Encryption,10,26,32,3,0.024196903900156032
5337,Decrypt,10,26,32,3,0.0021758431001217106
5338,Addition,10,26,32,3,0.00010546510020503774
5339,Multiplication,10,26,32,3,0.3369599662000837
5340,KeyGen,10,28,32,3,0.32237321930006146
5341,Encryption,10,28,32,3,0.027465976800158387
5342,Decrypt,10,28,32,3,0.002486004299862543
5343,Addition,10,28,32,3,0.00010986220004269854
5344,Multiplication,10,28,32,3,0.36611440060005407
5345,KeyGen,8,18,32,3,0.08317572079977253
5346,Encryption,8,18,32,3,0.008503551700414391
5347,Decrypt,8,18,32,3,0.0009561020000546705
5348,Addition,8,18,32,3,8.612870005890727e-05
5349,Multiplication,8,18,32,3,0.09262152620067354
5350,KeyGen,8,16,32,3,0.07238097469962668
5351,Encryption,8,16,32,3,0.006973089299572166
5352,Decrypt,8,16,32,3,0.0007804733999364543
5353,Addition,8,16,32,3,7.088140046107583e-05
5354,Multiplication,8,16,32,3,0.07541123490009341
5355,KeyGen,10,30,32,3,0.3607484874002694
5356,Encryption,10,30,32,3,0.031017098200391047
5357,Decrypt,10,30,32,3,0.0028060397002263927
5358,Addition,10,30,32,3,0.00011165420000907034
5359,Multiplication,10,30,32,3,0.44467319390023474
5360,KeyGen,8,20,32,3,0.10010039650005638
5361,Encryption,8,20,32,3,0.010138427099445835
5362,Decrypt,8,20,32,3,0.00116932419987279
5363,Addition,8,20,32,3,7.79034999141004e-05
5364,Multiplication,8,20,32,3,0.11164297349969274
5365,KeyGen,8,14,32,3,0.05713249330001417
5366,Encryption,8,14,32,3,0.005690900800254894
5367,Decrypt,8,14,32,3,0.0006730813998728991
5368,Addition,8,14,32,3,6.80473996908404e-05
5369,Multiplication,8,14,32,3,0.062375819299631985
