,method,n,d,q,p,time
2932,Decrypt,32,16,32,3,0.0030689392995554956
2933,Addition,32,16,32,3,0.00020769340044353158
2934,Multiplication,32,16,32,3,4.0022724835005645
2935,KeyGen,32,18,32,3,4.767763074500545
2936,Encryption,32,18,32,3,0.12114228040009038
2937,Decrypt,32,18,32,3,0.004087597300531343
2938,Addition,32,18,32,3,0.00026014530012616886
2939,Multiplication,32,18,32,3,5.118516539199481
2940,KeyGen,32,20,32,3,5.688288620200183
2941,Encryption,32,20,32,3,0.15107586329977493
2942,Decrypt,32,20,32,3,0.004466085799504071
2943,Addition,32,20,32,3,0.00023485380006604828
2944,Multiplication,32,20,32,3,6.086756962900108
2945,KeyGen,32,22,32,3,6.625023963000421
2946,Encryption,32,22,32,3,0.17177743569991435
2947,Decrypt,32,22,32,3,0.00506206200007
2948,Addition,32,22,32,3,0.00024396009976044298
2949,Multiplication,32,22,32,3,7.129278412699932
2950,KeyGen,32,24,32,3,7.681634643899452
2951,Encryption,32,24,32,3,0.22730859299990697
2952,Decrypt,32,24,32,3,0.005852404599863803
2953,Addition,32,24,32,3,0.000262866399862105
2954,Multiplication,32,24,32,3,8.2178584856003
2955,KeyGen,32,26,32,3,8.906574482800352
2956,Encryption,32,26,32,3,0.26544447320047765
2957,Decrypt,32,26,32,3,0.006717550699977437
2958,Addition,32,26,32,3,0.0002815498002746608
2959,Multiplication,32,26,32,3,9.241653613499512
2960,KeyGen,32,28,32,3,10.22087147820057
2961,Encryption,32,28,32,3,0.30887681980020715
2962,Decrypt,32,28,32,3,0.0073415628001384904
2963,Addition,32,28,32,3,0.000268185500317486
2964,Multiplication,32,28,32,3,10.409852517899708
2965,KeyGen,30,22,32,3,5.725168107399805
2966,Encryption,30,22,32,3,0.15345904439964214
2967,Decrypt,30,22,32,3,0.0047874698000669015
2968,Addition,30,22,32,3,0.00022743200024706313
2969,Multiplication,30,22,32,3,5.495802797199576
2970,KeyGen,30,24,32,3,6.6958207462004795
2971,Encryption,30,24,32,3,0.186660195299919
2972,Decrypt,30,24,32,3,0.007124315800319891
2973,Addition,30,24,32,3,0.0002532393998990301
2974,Multiplication,30,24,32,3,6.469042181500117
2975,KeyGen,30,20,32,3,4.749117254299927
2976,Encryption,30,20,32,3,0.12985917390033136
2977,Decrypt,30,20,32,3,0.004124669500015443
2978,Addition,30,20,32,3,0.00021827980017405935
2979,Multiplication,30,20,32,3,4.704619511399505
2980,KeyGen,30,26,32,3,7.664290868700482
2981,Encryption,30,26,32,3,0.21545343120014876
2982,Decrypt,30,26,32,3,0.006688088000373682
2983,Addition,30,26,32,3,0.00026435649997438306
2984,Multiplication,30,26,32,3,7.491372286700061
2985,KeyGen,32,30,32,3,11.476327872299589
2986,Encryption,32,30,32,3,0.31513035600000877
2987,Decrypt,32,30,32,3,0.00885474409951712
2988,Addition,32,30,32,3,0.0003590089996578172
2989,Multiplication,32,30,32,3,11.71359375280008
2990,KeyGen,30,18,32,3,3.941044063400477
2991,Encryption,30,18,32,3,0.10974934190016938
2992,Decrypt,30,18,32,3,0.0035666372001287527
2993,Addition,30,18,32,3,0.00020485459972405807
2994,Multiplication,30,18,32,3,3.913096838099591
2995,KeyGen,30,4,32,3,0.5414831271998992
2996,Encryption,30,4,32,3,0.01331316970026819
2997,Decrypt,30,4,32,3,0.00081647740007611
2998,Addition,30,4,32,3,0.00011346100000082515
2999,Multiplication,30,4,32,3,0.47878374549982256
3000,KeyGen,30,2,32,3,0.32871562510044894
3001,Encryption,30,2,32,3,0.007205960199644324
3002,Decrypt,30,2,32,3,0.00027075269972556273
3003,Addition,30,2,32,3,9.896880001178943e-05
3004,Multiplication,30,2,32,3,0.24134414970030776
3005,KeyGen,30,1,32,3,0.2176801189998514
3006,Encryption,30,1,32,3,0.005029566799930762
3007,Decrypt,30,1,32,3,0.00024028619955061004
3008,Addition,30,1,32,3,9.458859931328334e-05
3009,Multiplication,30,1,32,3,0.1811100635000912
3010,KeyGen,30,16,32,3,3.2257256183002028
3011,Encryption,30,16,32,3,0.09382826360015314
3012,Decrypt,30,16,32,3,0.0030287761001090985
3013,Addition,30,16,32,3,0.00019977549964096398
3014,Multiplication,30,16,32,3,3.2665309799995157
3015,KeyGen,30,6,32,3,0.9122089864002192
3016,Encryption,30,6,32,3,0.025926466500095557
3017,Decrypt,30,6,32,3,0.0007156256004236638
3018,Addition,30,6,32,3,0.00012905920011689885
3019,Multiplication,30,6,32,3,0.7617298702003609
3020,KeyGen,30,28,32,3,8.87693326580047
3021,Encryption,30,28,32,3,0.2315614999999525
3022,Decrypt,30,28,32,3,0.007558436399995117
3023,Addition,30,28,32,3,0.00025901250046445057
3024,Multiplication,30,28,32,3,8.50562657709961
3025,KeyGen,30,8,32,3,1.303277541299758
3026,Encryption,30,8,32,3,0.03346554309973726
3027,Decrypt,30,8,32,3,0.001090609299717471
3028,Addition,30,8,32,3,0.00014905769930919632
3029,Multiplication,30,8,32,3,1.1500925553002161
3030,KeyGen,32,32,32,3,12.778238497300482
3031,Encryption,32,32,32,3,0.358758424899861
3032,Decrypt,32,32,32,3,0.00965627850018791
3033,Addition,32,32,32,3,0.0003069491998758167
3034,Multiplication,32,32,32,3,13.067507773200486
3035,KeyGen,30,14,32,3,2.6870419669998227
3036,Encryption,30,14,32,3,0.06942768259978038
3037,Decrypt,30,14,32,3,0.002248447599413339
3038,Addition,30,14,32,3,0.00017935810028575362
3039,Multiplication,30,14,32,3,2.6168439763001516
3040,KeyGen,30,10,32,3,1.7757964428994455
3041,Encryption,30,10,32,3,0.04321931429949473
3042,Decrypt,30,10,32,3,0.0013912655995227396
3043,Addition,30,10,32,3,0.0001535376999527216
3044,Multiplication,30,10,32,3,1.5203746043996944
3045,KeyGen,30,30,32,3,9.719965899599629
3046,Encryption,30,30,32,3,0.2745625108997046
3047,Decrypt,30,30,32,3,0.008074950599984731
3048,Addition,30,30,32,3,0.00028326190004008823
3049,Multiplication,30,30,32,3,9.65133632720026
3050,KeyGen,30,12,32,3,2.197539945700555
3051,Encryption,30,12,32,3,0.059626694300095553
3052,Decrypt,30,12,32,3,0.0018662151000171435
3053,Addition,30,12,32,3,0.00017099199976655655
3054,Multiplication,30,12,32,3,2.0191164917996502
3055,KeyGen,30,32,32,3,10.8301923498002
3056,Encryption,30,32,32,3,0.29653194089987667
3057,Decrypt,30,32,32,3,0.00899582710044342
3058,Addition,30,32,32,3,0.0002893661003326997
3059,Multiplication,30,32,32,3,10.7114450907
3060,KeyGen,28,12,32,3,1.774704649100022
3061,Encryption,28,12,32,3,0.061189222399843854
3062,Decrypt,28,12,32,3,0.0016737650003051385
3063,Addition,28,12,32,3,0.0001565077996929176
3064,Multiplication,28,12,32,3,1.7588114546000724
3065,KeyGen,28,14,32,3,2.2238359683993623
3066,Encryption,28,14,32,3,0.07688416529999813
3067,Decrypt,28,14,32,3,0.0020564778002153616
3068,Addition,28,14,32,3,0.00016908999969018624
3069,Multiplication,28,14,32,3,2.2674249251002037
3070,KeyGen,28,10,32,3,1.43271880780012
3071,Encryption,28,10,32,3,0.03756489000006695
3072,Decrypt,28,10,32,3,0.0015754622007079888
3073,Addition,28,10,32,3,0.0002877041006286163
3074,Multiplication,28,10,32,3,1.2575460099003977
3075,KeyGen,28,16,32,3,2.722314252200158
3076,Encryption,28,16,32,3,0.08959565909972297
3077,Decrypt,28,16,32,3,0.004980473199975677
3078,Addition,28,16,32,3,0.00018035629982477986
3079,Multiplication,28,16,32,3,2.776097098599712
3080,KeyGen,28,4,32,3,0.446201685199776
3081,Encryption,28,4,32,3,0.012241124599677277
3082,Decrypt,28,4,32,3,0.00047034849994815887
3083,Addition,28,4,32,3,0.00011054400019929744
3084,Multiplication,28,4,32,3,0.363115263999498
3085,KeyGen,28,2,32,3,0.29464780880007313
3086,Encryption,28,2,32,3,0.006188403499982087
3087,Decrypt,28,2,32,3,0.00025807870042626746
3088,Addition,28,2,32,3,9.512870019534603e-05
3089,Multiplication,28,2,32,3,0.20914314969995756
3090,KeyGen,28,18,32,3,3.285430352099502
3091,Encryption,28,18,32,3,0.10182355379947694
3092,Decrypt,28,18,32,3,0.003207594400009839
3093,Addition,28,18,32,3,0.00019325549947097899
3094,Multiplication,28,18,32,3,3.3890843036999287
3095,KeyGen,28,1,32,3,0.1990101504001359
3096,Encryption,28,1,32,3,0.005129358500562375
3097,Decrypt,28,1,32,3,0.0002019316001678817
3098,Addition,28,1,32,3,9.164760049316101e-05
3099,Multiplication,28,1,32,3,0.15151027599931693
3100,KeyGen,28,6,32,3,0.8069695625999884
3101,Encryption,28,6,32,3,0.018158110200602096
3102,Decrypt,28,6,32,3,0.0006687541004794184
3103,Addition,28,6,32,3,0.00011931409972021356
3104,Multiplication,28,6,32,3,0.6466456918999028
3105,KeyGen,28,8,32,3,1.030879253400053
3106,Encryption,28,8,32,3,0.029672810399642913
3107,Decrypt,28,8,32,3,0.0009718784996948671
3108,Addition,28,8,32,3,0.00013306239998200908
3109,Multiplication,28,8,32,3,0.9758794082998066
3110,KeyGen,28,20,32,3,4.013811135700235
3111,Encryption,28,20,32,3,0.12157736269946326
3112,Decrypt,28,20,32,3,0.0037351519997173453
3113,Addition,28,20,32,3,0.00020067259974894115
3114,Multiplication,28,20,32,3,4.0118263076998115
3115,KeyGen,28,22,32,3,4.547801929900015
3116,Encryption,28,22,32,3,0.13428312779942644
3117,Decrypt,28,22,32,3,0.0043909948006330525
3118,Addition,28,22,32,3,0.0002142228993761819
3119,Multiplication,28,22,32,3,4.827590943499672
3120,KeyGen,28,24,32,3,5.350981301000138
3121,Encryption,28,24,32,3,0.1706332656998711
3122,Decrypt,28,24,32,3,0.005172416899586097
3123,Addition,28,24,32,3,0.0002456854999763891
3124,Multiplication,28,24,32,3,5.505572660600592
3125,KeyGen,28,26,32,3,6.195672250800271
3126,Encryption,28,26,32,3,0.18788110850000522
3127,Decrypt,28,26,32,3,0.005944317000103183
3128,Addition,28,26,32,3,0.00024713640013942497
3129,Multiplication,28,26,32,3,6.576721223099594
3130,KeyGen,28,28,32,3,6.844814779499575
3131,Encryption,28,28,32,3,0.23383541389994206
3132,Decrypt,28,28,32,3,0.007230111199896782
3133,Addition,28,28,32,3,0.0002572226003394462
3134,Multiplication,28,28,32,3,7.356669202700141
3135,KeyGen,28,30,32,3,7.64346070580068
3136,Encryption,28,30,32,3,0.2604360007993819
3137,Decrypt,28,30,32,3,0.00777802239972516
3138,Addition,28,30,32,3,0.00043679390000761487
3139,Multiplication,28,30,32,3,8.186582574099884
3140,KeyGen,26,22,32,3,3.749987224100187
3141,Encryption,26,22,32,3,0.1106237419997342
3142,Decrypt,26,22,32,3,0.004096795800433028
3143,Addition,26,22,32,3,0.0002023166998696979
3144,Multiplication,26,22,32,3,3.737711062100425
3145,KeyGen,26,18,32,3,2.692964965000283
3146,Encryption,26,18,32,3,0.09929703599991627
3147,Decrypt,26,18,32,3,0.0029673202996491456
3148,Addition,26,18,32,3,0.00018143839988624678
3149,Multiplication,26,18,32,3,2.7415320202999283
3150,KeyGen,26,20,32,3,3.190907592300209
3151,Encryption,26,20,32,3,0.09508102149993647
3152,Decrypt,26,20,32,3,0.003425519599841209
3153,Addition,26,20,32,3,0.0001970286000869237
3154,Multiplication,26,20,32,3,3.1910205537998992
3155,KeyGen,26,24,32,3,4.3451838973000125
3156,Encryption,26,24,32,3,0.1307947041001171
3157,Decrypt,26,24,32,3,0.004861802700179396
3158,Addition,26,24,32,3,0.00020991189958294854
3159,Multiplication,26,24,32,3,4.36418723819952
3160,KeyGen,26,16,32,3,2.1805765754994355
3161,Encryption,26,16,32,3,0.06494358470008592
3162,Decrypt,26,16,32,3,0.002417764400161104
3163,Addition,26,16,32,3,0.00016826409992063419
3164,Multiplication,26,16,32,3,2.1209874307001884
3165,KeyGen,28,32,32,3,8.55568150129984
3166,Encryption,28,32,32,3,0.27724549709964774
3167,Decrypt,28,32,32,3,0.012875424799858592
3168,Addition,28,32,32,3,0.0006768152998120058
3169,Multiplication,28,32,32,3,9.10741376570004
3170,KeyGen,26,4,32,3,0.40237679950005256
3171,Encryption,26,4,32,3,0.011646971299342113
3172,Decrypt,26,4,32,3,0.000491722999868216
3173,Addition,26,4,32,3,0.00010303589951945468
3174,Multiplication,26,4,32,3,0.33548245249985487
3175,KeyGen,26,2,32,3,0.23365564289997565
3176,Encryption,26,2,32,3,0.0062987630000861826
3177,Decrypt,26,2,32,3,0.0002735750000283588
3178,Addition,26,2,32,3,9.561280021443963e-05
3179,Multiplication,26,2,32,3,0.15970561659996746
3180,KeyGen,26,14,32,3,1.858081813299941
3181,Encryption,26,14,32,3,0.05377394750030362
3182,Decrypt,26,14,32,3,0.0020142549998126923
3183,Addition,26,14,32,3,0.00016350100049749016
3184,Multiplication,26,14,32,3,1.6565931520002777
3185,KeyGen,26,1,32,3,0.14068710190040293
3186,Encryption,26,1,32,3,0.0037721834996773396
3187,Decrypt,26,1,32,3,0.00017839219945017248
3188,Addition,26,1,32,3,8.500250041834078e-05
3189,Multiplication,26,1,32,3,0.11234202850027941
3190,KeyGen,26,6,32,3,0.5635308016993804
3191,Encryption,26,6,32,3,0.015689934799593176
3192,Decrypt,26,6,32,3,0.0006360406994645018
3193,Addition,26,6,32,3,0.00011377010014257394
3194,Multiplication,26,6,32,3,0.4836631142999977
3195,KeyGen,26,8,32,3,0.8173615185005474
3196,Encryption,26,8,32,3,0.0228996587000438
3197,Decrypt,26,8,32,3,0.0008846223005093634
3198,Addition,26,8,32,3,0.0001243302998773288
3199,Multiplication,26,8,32,3,0.7087202889000764
3200,KeyGen,26,26,32,3,5.057590702299786
3201,Encryption,26,26,32,3,0.15656027410004753
3202,Decrypt,26,26,32,3,0.005955443799757631
3203,Addition,26,26,32,3,0.00022697309977957048
3204,Multiplication,26,26,32,3,5.087133352800447
3205,KeyGen,26,12,32,3,1.3832412445000954
3206,Encryption,26,12,32,3,0.04315228429986746
3207,Decrypt,26,12,32,3,0.0016244579004705884
3208,Addition,26,12,32,3,0.00015003180014900864
3209,Multiplication,26,12,32,3,1.3328727749998506
3210,KeyGen,26,10,32,3,1.092468416000338
3211,Encryption,26,10,32,3,0.03297794659956708
3212,Decrypt,26,10,32,3,0.0011544262000825257
3213,Addition,26,10,32,3,0.00012222330042277463
3214,Multiplication,26,10,32,3,0.9951011274002667
3215,KeyGen,26,28,32,3,5.600925357099913
3216,Encryption,26,28,32,3,0.17467476849997182
3217,Decrypt,26,28,32,3,0.01345446310006082
3218,Addition,26,28,32,3,0.000674866400368046
3219,Multiplication,26,28,32,3,5.672896019899781
3220,KeyGen,26,30,32,3,6.337438359700172
3221,Encryption,26,30,32,3,0.2431180450003012
3222,Decrypt,26,30,32,3,0.012278482900001109
3223,Addition,26,30,32,3,0.0006020289998559747
3224,Multiplication,26,30,32,3,6.32645879010015
3225,KeyGen,26,32,32,3,7.0809428089
3226,Encryption,26,32,32,3,0.2277705177999451
3227,Decrypt,26,32,32,3,0.00803423230026965
3228,Addition,26,32,32,3,0.0002706838997255545
3229,Multiplication,26,32,32,3,7.0984618622998825
3230,KeyGen,24,14,32,3,1.4373568909999448
3231,Encryption,24,14,32,3,0.045324488699407084
3232,Decrypt,24,14,32,3,0.001839402999758022
3233,Addition,24,14,32,3,0.000148032699507894
3234,Multiplication,24,14,32,3,1.301645902400196
3235,KeyGen,24,16,32,3,1.7329589004999435
3236,Encryption,24,16,32,3,0.06267655670017121
3237,Decrypt,24,16,32,3,0.0024539344005461315
3238,Addition,24,16,32,3,0.00016161299936356954
3239,Multiplication,24,16,32,3,1.728690538599767
3240,KeyGen,24,18,32,3,2.0292143673999816
3241,Encryption,24,18,32,3,0.07497170880014892
3242,Decrypt,24,18,32,3,0.002783773600094719
3243,Addition,24,18,32,3,0.0001727542003209237
3244,Multiplication,24,18,32,3,2.1117574821000744
3245,KeyGen,24,12,32,3,1.1242562383995391
3246,Encryption,24,12,32,3,0.037472814599459524
3247,Decrypt,24,12,32,3,0.0018149376999645028
3248,Addition,24,12,32,3,0.00013963159944978542
3249,Multiplication,24,12,32,3,1.071897922399512
3250,KeyGen,24,6,32,3,0.4578119350000634
3251,Encryption,24,6,32,3,0.016018362800241447
3252,Decrypt,24,6,32,3,0.0006237855996005237
3253,Addition,24,6,32,3,0.00010930499993264676
3254,Multiplication,24,6,32,3,0.4203404481006146
3255,KeyGen,24,20,32,3,2.4658427737995225
3256,Encryption,24,20,32,3,0.08526355259964476
3257,Decrypt,24,20,32,3,0.0037707759001932573
3258,Addition,24,20,32,3,0.00018146030051866547
3259,Multiplication,24,20,32,3,2.587555029399664
3260,KeyGen,24,4,32,3,0.30354498710003097
3261,Encryption,24,4,32,3,0.008962232700287131
3262,Decrypt,24,4,32,3,0.0005517632998817135
3263,Addition,24,4,32,3,0.0001327614998444915
3264,Multiplication,24,4,32,3,0.28244239049963654
3265,KeyGen,24,2,32,3,0.2020924588003254
3266,Encryption,24,2,32,3,0.005046565900556743
3267,Decrypt,24,2,32,3,0.00023346029993263074
3268,Addition,24,2,32,3,8.591160003561527e-05
3269,Multiplication,24,2,32,3,0.1743588669996825
3270,KeyGen,24,1,32,3,0.12653640489952522
3271,Encryption,24,1,32,3,0.0033909590994881
3272,Decrypt,24,1,32,3,0.000191168599849334
3273,Addition,24,1,32,3,7.964050018927082e-05
3274,Multiplication,24,1,32,3,0.10815797749964987
3275,KeyGen,24,8,32,3,0.6752176941998187
3276,Encryption,24,8,32,3,0.023419078400183934
3277,Decrypt,24,8,32,3,0.0010637338004016784
3278,Addition,24,8,32,3,0.0001249323002411984
3279,Multiplication,24,8,32,3,0.6873574199002178
3280,KeyGen,24,10,32,3,0.8900330117998237
3281,Encryption,24,10,32,3,0.02779254079941893
3282,Decrypt,24,10,32,3,0.001145100299618207
3283,Addition,24,10,32,3,0.0001277153998671565
3284,Multiplication,24,10,32,3,0.7924793642996519
3285,KeyGen,24,22,32,3,2.843654997399426
3286,Encryption,24,22,32,3,0.10652694889940903
3287,Decrypt,24,22,32,3,0.003817977799917571
3288,Addition,24,22,32,3,0.00018298930008313618
3289,Multiplication,24,22,32,3,3.078716781699768
3290,KeyGen,24,24,32,3,3.2713918957000714
3291,Encryption,24,24,32,3,0.11631540839953232
3292,Decrypt,24,24,32,3,0.004451139500451973
3293,Addition,24,24,32,3,0.00020141169952694326
3294,Multiplication,24,24,32,3,3.520134733399755
3295,KeyGen,24,26,32,3,3.694768675300293
3296,Encryption,24,26,32,3,0.12823745929999858
3297,Decrypt,24,26,32,3,0.0058277611999073995
3298,Addition,24,26,32,3,0.0002103628998156637
3299,Multiplication,24,26,32,3,3.9992875790005202
3300,KeyGen,24,28,32,3,4.223079135599983
3301,Encryption,24,28,32,3,0.15520138710053288
3302,Decrypt,24,28,32,3,0.0058127349002461415
3303,Addition,24,28,32,3,0.0002199241003836505
3304,Multiplication,24,28,32,3,4.627942274799716
3305,KeyGen,24,30,32,3,4.740769062099571
3306,Encryption,24,30,32,3,0.17630682819944923
3307,Decrypt,24,30,32,3,0.006595445599668892
3308,Addition,24,30,32,3,0.0002332404001208488
3309,Multiplication,24,30,32,3,5.2154061756002195
3310,KeyGen,22,18,32,3,1.5858691378998628
3311,Encryption,22,18,32,3,0.07299253960009082
3312,Decrypt,22,18,32,3,0.0030817246006336063
3313,Addition,22,18,32,3,0.00015880200007813982
3314,Multiplication,22,18,32,3,1.595045455800573
3315,KeyGen,22,20,32,3,1.8210931127003278
3316,Encryption,22,20,32,3,0.07525027640003827
3317,Decrypt,22,20,32,3,0.002988510800059885
3318,Addition,22,20,32,3,0.00016528310006833636
3319,Multiplication,22,20,32,3,1.936204589100089
3320,KeyGen,22,22,32,3,2.115644694400544
3321,Encryption,22,22,32,3,0.07959829219980748
3322,Decrypt,22,22,32,3,0.003523489799408708
3323,Addition,22,22,32,3,0.00017396020048181525
3324,Multiplication,22,22,32,3,2.2695264506997774
3325,KeyGen,22,16,32,3,1.2986950160993729
3326,Encryption,22,16,32,3,0.0521304305002559
3327,Decrypt,22,16,32,3,0.0020691937999799846
3328,Addition,22,16,32,3,0.00014573869993910192
3329,Multiplication,22,16,32,3,1.2921510640000633
3330,KeyGen,22,4,32,3,0.21857024150012877
3331,Encryption,22,4,32,3,0.009435508900060086
3332,Decrypt,22,4,32,3,0.0003454844998486806
3333,Addition,22,4,32,3,8.665959976497106e-05
3334,Multiplication,22,4,32,3,0.18949799059992073
3335,KeyGen,24,32,32,3,5.441439848500158
3336,Encryption,24,32,32,3,0.1910210679998272
3337,Decrypt,24,32,32,3,0.007491744399885647
3338,Addition,24,32,32,3,0.00024319750009453854
3339,Multiplication,24,32,32,3,5.644405177899898
3340,KeyGen,22,6,32,3,0.3815963506000116
3341,Encryption,22,6,32,3,0.016705930299940518
3342,Decrypt,22,6,32,3,0.0008401387996855192
3343,Addition,22,6,32,3,0.0005025374994147569
3344,Multiplication,22,6,32,3,0.30046515139983965
3345,KeyGen,22,24,32,3,2.5084694247001607
3346,Encryption,22,24,32,3,0.10381736649942468
3347,Decrypt,22,24,32,3,0.004059530900121899
3348,Addition,22,24,32,3,0.00021155099966563284
3349,Multiplication,22,24,32,3,2.733173044000432
3350,KeyGen,22,2,32,3,0.12344569910055725
3351,Encryption,22,2,32,3,0.003978191700298339
3352,Decrypt,22,2,32,3,0.00021229899939498865
3353,Addition,22,2,32,3,7.976249980856664e-05
3354,Multiplication,22,2,32,3,0.10257688390047406
3355,KeyGen,22,14,32,3,1.0611256516996945
3356,Encryption,22,14,32,3,0.043878368199511894
3357,Decrypt,22,14,32,3,0.0022132295001938474
3358,Addition,22,14,32,3,0.0001412266996339895
3359,Multiplication,22,14,32,3,1.1128684471994348
3360,KeyGen,22,1,32,3,0.11926420820018394
3361,Encryption,22,1,32,3,0.002719236000120873
3362,Decrypt,22,1,32,3,0.0001589339997735806
3363,Addition,22,1,32,3,7.37893999030348e-05
3364,Multiplication,22,1,32,3,0.07699949219968402
3365,KeyGen,22,8,32,3,0.53996715569956
3366,Encryption,22,8,32,3,0.01735151550019509
3367,Decrypt,22,8,32,3,0.0013340621000679676
3368,Addition,22,8,32,3,0.00011098410031991079
3369,Multiplication,22,8,32,3,0.4914600910000445
3370,KeyGen,22,10,32,3,0.7013834514000337
3371,Encryption,22,10,32,3,0.02436861009991844
3372,Decrypt,22,10,32,3,0.0010969254995870869
3373,Addition,22,10,32,3,0.0001267023995751515
3374,Multiplication,22,10,32,3,0.7079838679004752
3375,KeyGen,22,26,32,3,2.9035293289998663
3376,Encryption,22,26,32,3,0.11520972440048353
3377,Decrypt,22,26,32,3,0.004682765599864069
3378,Addition,22,26,32,3,0.00019195759959984572
3379,Multiplication,22,26,32,3,2.993280647999927
3380,KeyGen,22,12,32,3,0.9430636892000621
3381,Encryption,22,12,32,3,0.040019765900069615
3382,Decrypt,22,12,32,3,0.0012809679996280466
3383,Addition,22,12,32,3,0.00012611239944817498
3384,Multiplication,22,12,32,3,0.964130486400245
3385,KeyGen,22,28,32,3,3.3647773856995626
3386,Encryption,22,28,32,3,0.12595515609937138
3387,Decrypt,22,28,32,3,0.004846386700228323
3388,Addition,22,28,32,3,0.00020255280032870359
3389,Multiplication,22,28,32,3,3.654347899899585
3390,KeyGen,22,30,32,3,3.736343203100114
3391,Encryption,22,30,32,3,0.14259704100040835
3392,Decrypt,22,30,32,3,0.00599304729985306
3393,Addition,22,30,32,3,0.0002204591000918299
3394,Multiplication,22,30,32,3,4.070575028900203
3395,KeyGen,20,16,32,3,1.0240581488003955
3396,Encryption,20,16,32,3,0.04315694429969881
3397,Decrypt,20,16,32,3,0.0018931077000161167
3398,Addition,20,16,32,3,0.0001358494999294635
3399,Multiplication,20,16,32,3,1.0281032428996695
3400,KeyGen,20,18,32,3,1.2595243453004514
3401,Encryption,20,18,32,3,0.05574550200035446
3402,Decrypt,20,18,32,3,0.002293728199583711
3403,Addition,20,18,32,3,0.00014589370039175265
3404,Multiplication,20,18,32,3,1.31400985270011
3405,KeyGen,22,32,32,3,4.074773548500525
3406,Encryption,22,32,32,3,0.1626870196996606
3407,Decrypt,22,32,32,3,0.006761414699576562
3408,Addition,22,32,32,3,0.00022115310057415626
3409,Multiplication,22,32,32,3,4.679923949900695
3410,KeyGen,20,14,32,3,0.8918143267997948
3411,Encryption,20,14,32,3,0.032688128700101515
3412,Decrypt,20,14,32,3,0.0016354357998352499
3413,Addition,20,14,32,3,0.00012768640008289366
3414,Multiplication,20,14,32,3,0.7889635264997196
3415,KeyGen,20,20,32,3,1.5949080889004108
3416,Encryption,20,20,32,3,0.06159042939980282
3417,Decrypt,20,20,32,3,0.0027171570996870286
3418,Addition,20,20,32,3,0.00015641990030417218
3419,Multiplication,20,20,32,3,1.4494186355004786
3420,KeyGen,20,4,32,3,0.17177815149989328
3421,Encryption,20,4,32,3,0.006002573199657491
3422,Decrypt,20,4,32,3,0.00032279809965984896
3423,Addition,20,4,32,3,8.148859997163527e-05
3424,Multiplication,20,4,32,3,0.14380916760055698
3425,KeyGen,20,22,32,3,1.6998539184998662
3426,Encryption,20,22,32,3,0.07333340820041485
3427,Decrypt,20,22,32,3,0.0032984010998916347
3428,Addition,20,22,32,3,0.0001617009998881258
3429,Multiplication,20,22,32,3,1.7268021748001048
3430,KeyGen,20,2,32,3,0.09777836030043545
3431,Encryption,20,2,32,3,0.0035256354996818116
3432,Decrypt,20,2,32,3,0.00021088200010126456
3433,Addition,20,2,32,3,7.61105002311524e-05
3434,Multiplication,20,2,32,3,0.08332352290017297
3435,KeyGen,20,12,32,3,0.7166080736998992
3436,Encryption,20,12,32,3,0.0250399689997721
3437,Decrypt,20,12,32,3,0.0012114108001696877
3438,Addition,20,12,32,3,0.00011785719980252906
3439,Multiplication,20,12,32,3,0.6204978713001765
3440,KeyGen,20,1,32,3,0.06476117269994575
3441,Encryption,20,1,32,3,0.0023962382001627702
3442,Decrypt,20,1,32,3,0.00014481770049314945
3443,Addition,20,1,32,3,6.786230005673133e-05
3444,Multiplication,20,1,32,3,0.051054669199947965
3445,KeyGen,20,6,32,3,0.27084414870041656
3446,Encryption,20,6,32,3,0.009976887200173224
3447,Decrypt,20,6,32,3,0.0005160366999916732
3448,Addition,20,6,32,3,9.65867999184411e-05
3449,Multiplication,20,6,32,3,0.22985064019958373
3450,KeyGen,20,8,32,3,0.36105969109994474
3451,Encryption,20,8,32,3,0.013834340900211827
3452,Decrypt,20,8,32,3,0.0006895509999594651
3453,Addition,20,8,32,3,0.00010044390000985004
3454,Multiplication,20,8,32,3,0.32466426899991346
3455,KeyGen,20,10,32,3,0.49187754209997364
3456,Encryption,20,10,32,3,0.018835950199718354
3457,Decrypt,20,10,32,3,0.0015729756996734068
3458,Addition,20,10,32,3,0.00010093689998029731
3459,Multiplication,20,10,32,3,0.47415138420037695
3460,KeyGen,20,24,32,3,2.00590085119984
3461,Encryption,20,24,32,3,0.08478554940011236
3462,Decrypt,20,24,32,3,0.003906047499913257
3463,Addition,20,24,32,3,0.00017172720035887323
3464,Multiplication,20,24,32,3,2.0030558793994713
3465,KeyGen,20,26,32,3,2.274729488899902
3466,Encryption,20,26,32,3,0.12159784000032232
3467,Decrypt,20,26,32,3,0.004310513200471178
3468,Addition,20,26,32,3,0.00017979039985220878
3469,Multiplication,20,26,32,3,2.3171080596002867
3470,KeyGen,20,28,32,3,2.630717131900019
3471,Encryption,20,28,32,3,0.1335049234003236
3472,Decrypt,20,28,32,3,0.0049247018003370615
3473,Addition,20,28,32,3,0.00016993620010907762
3474,Multiplication,20,28,32,3,2.7105892674997447
3475,KeyGen,18,18,32,3,0.8472696133998397
3476,Encryption,18,18,32,3,0.039838672000041694
3477,Decrypt,18,18,32,3,0.0021124379003595096
3478,Addition,18,18,32,3,0.000135696600045776
